Frequency [Hz], Amplitude [dB], Phase [deg]
2582.6187606826775, -4.169445, -173.817871
2736.4399970746717, -5.746911, -174.544785
2899.4228538828784, -7.2322, -175.147171
3072.112998861759, -8.640194, -175.647903
3255.08859983506, -9.991893, -176.085968
3448.96226040576, -11.288582, -176.46785
3654.383070957258, -12.549927, -176.823029
3872.0387818125573, -13.775005, -177.114777
4102.658105827195, -14.969051, -177.401398
4347.013158125026, -16.139748, -177.644943
4605.922041145108, -17.296637, -177.880081
4880.2515836544335, -18.423512, -178.124634
5170.920242896761, -19.532267, -178.351913
5478.901179593945, -20.640383, -178.539871
5805.225516094902, -21.736904, -178.776077
6150.985788580504, -22.817749, -179.010071
6517.339604882427, -23.902452, -179.205963
6905.513520162331, -24.979467, -179.372467
7316.8071434272, -26.037367, -179.623978
7752.597488629464, -27.106207, -179.813797
8214.34358491943, -28.190742, -179.999817
8703.591361485165, -29.257755, 179.799393
9221.978823334332, -30.315111, 179.677002
9771.241535346502, -31.372679, 179.644806
10353.218432956615, -32.40514, 179.387497
10969.857978923841, -33.466381, 179.392975
11623.224686798541, -34.445404, 179.133575
12315.506032928262, -35.452248, 178.944916
13049.019780144015, -36.446407, 178.621414
13826.221737646563, -37.372025, 178.110184
14649.71398307288, -38.42049, 176.723907
15522.25357427048, -39.466015, 176.143478
16446.761779946628, -40.517738, 174.502914
17426.333860096507, -41.634602, 173.580719
18464.249428955463, -42.734856, 172.770737
19563.98343517065, -43.8549, 171.461807
20729.2177959537, -44.951599, 169.775085
21963.85372416547, -46.239262, 168.387817
23272.024789604122, -47.359634, 165.675415
24658.110758226037, -48.574501, 164.377655
26126.752255633266, -49.692402, 161.779678
27682.866303920666, -50.922832, 157.861893
29331.662783900483, -52.295372, 154.954285
31078.66187782014, -53.903595, 151.508041
32929.71255097148, -55.738159, 146.828079
34891.012134067736, -57.106087, 139.566269
36969.12707195032, -57.86821, 133.939514
39171.014908092606, -59.759796, 123.71328
41504.047578504724, -59.712925, 113.475288
43976.036093027215, -59.957867, 100.031891
46595.25668664687, -61.620407, 88.410088
49370.478528390035, -60.511726, 77.229019
52310.993080562585, -60.708389, 60.90414
55426.645206631074, -61.231644, 54.228115
58727.86613189489, -60.333427, 45.490089
62225.708367302315, -59.647938, 38.666939
65931.88271333542, -59.022617, 33.196369
69858.79746785249, -59.0821, 29.120754
74019.59996915652, -58.89423, 25.134809
78428.22061337682, -58.618282, 22.050146
83099.41949353387, -58.185635, 18.210213
88048.83581643464, -57.948204, 14.190318
93293.04026284696, -57.720825, 12.656457
98849.59046625586, -57.533279, 9.413647
104737.08979594508, -57.599125, 5.456296
110975.2496412072, -57.644951, 1.286493
117584.95540521582, -56.89558, -2.196193
124588.33642950082, -56.545853, -2.492076
132008.84008314196, -55.941597, -3.089049
139871.31026472387, -55.651993, -5.703674
148202.070579886, -55.109287, -8.270878
157029.01247293776, -54.965485, -11.833754
166381.6886076131, -54.671474, -15.842593
176291.4118095948, -54.273151, -19.727123
186791.35990207846, -53.311249, -28.242596
197916.68678535573, -54.238583, -48.233189
209704.6401323235, -59.947769, -73.017921
222194.6860939524, -67.873856, 16.787071
235428.64143224203, -58.120224, 27.876612
249450.81352303165, -55.261993, 17.687757
264308.1486974108, -52.851482, 8.177909
280050.3894183631, -51.51083, -0.653902
296730.24081888725, -50.463978, -6.406134
314403.54715915, -49.944973, -12.083028
333129.4787934677, -49.240662, -17.41589
352970.73027306504, -48.695713, -21.554745
373993.73024788016, -48.069225, -25.723766
396268.86387014785, -47.262566, -30.000336
419870.70844439144, -46.397316, -34.243523
444878.28311275854, -45.601044, -38.543468
471375.3134116729, -45.027374, -42.62693
499450.511585514, -44.383545, -46.794712
529197.8735958447, -43.65873, -51.122292
560716.9938205458, -42.824177, -55.582478
594113.3984965039, -42.140579, -60.001995
629498.8990221887, -41.427845, -64.605301
666991.9663030129, -40.625149, -70.251785
706718.1273927492, -39.940727, -74.44558
748810.385759003, -39.126945, -79.484459
793409.6665797492, -38.398785, -84.849319
840665.2885618333, -37.599396, -90.158134
890735.463861044, -36.820934, -96.061821
943787.8277775391, -36.000484, -101.358505
1000000, -35.174522, -107.454224
