Frequency,Amplitude,Phase
34891.012134067736, -37.63628, 146.804062
36969.12707195032, -37.711617, 146.842728
39171.014908092606, -37.857777, 147.399277
41504.047578504724, -37.989761, 148.700775
43976.036093027215, -38.208832, 149.510086
46595.25668664687, -38.271641, 149.888062
49370.478528390035, -38.397362, 150.400696
52310.993080562585, -38.546429, 151.024002
55426.645206631074, -38.684746, 151.670532
58727.86613189489, -38.794209, 152.385178
62225.708367302315, -38.893265, 152.720612
65931.88271333542, -38.988651, 153.298553
69858.79746785249, -39.132751, 153.680511
74019.59996915652, -39.185505, 153.899719
78428.22061337682, -39.276001, 154.470901
83099.41949353387, -39.39032, 154.919449
88048.83581643464, -39.474995, 155.586578
93293.04026284696, -39.560062, 156.053482
98849.59046625586, -39.628445, 156.217239
104737.08979594508, -39.661671, 156.020096
110975.2496412072, -39.721992, 156.324829
117584.95540521582, -39.764198, 156.544159
124588.33642950082, -39.843128, 156.735855
132008.84008314196, -39.907677, 156.778
139871.31026472387, -39.976318, 156.673019
148202.070579886, -40.042328, 157.125244
157029.01247293776, -40.124153, 157.577988
166381.6886076131, -40.150814, 158.068069
176291.4118095948, -40.139137, 160.226746
186791.35990207846, -39.535736, 162.935471
197916.68678535573, -38.44133, 159.856369
209704.6401323235, -38.297958, 152.96196
222194.6860939524, -38.796726, 149.34108
235428.64143224203, -39.067749, 148.351013
249450.81352303165, -39.295406, 147.043625
264308.1486974108, -39.500809, 145.428131
280050.3894183631, -39.752934, 144.495102
296730.24081888725, -39.934391, 143.763947
314403.54715915, -40.044777, 142.493881
333129.4787934677, -40.172558, 141.701599
352970.73027306504, -40.268753, 140.145187
373993.73024788016, -40.358166, 139.26767
396268.86387014785, -40.447559, 137.306702
419870.70844439144, -40.523777, 136.08429
444878.28311275854, -40.619373, 134.498276
471375.3134116729, -40.708427, 132.531357
499450.511585514, -40.776375, 130.627167
529197.8735958447, -40.873417, 128.503784
560716.9938205458, -40.981758, 125.961205
594113.3984965039, -41.083714, 124.098434
629498.8990221887, -41.182152, 121.647446
666991.9663030129, -41.282722, 119.028816
706718.1273927492, -41.426781, 116.427101
748810.385759003, -41.552299, 113.820793
793409.6665797492, -41.687538, 110.799843
840665.2885618333, -41.814842, 107.880043
890735.463861044, -41.971405, 104.676331
943787.8277775391, -42.112831, 101.34211
1000000, -42.28083, 98.262291
