Frequency [Hz], Amplitude [dB], Phase [deg]
235428.64143224203, -33.280022, 57.948139
249450.81352303165, -32.985558, 55.077877
264308.1486974108, -32.778667, 52.214474
280050.3894183631, -32.60215, 49.595867
296730.24081888725, -32.415691, 47.06847
314403.54715915, -32.197674, 44.446075
333129.4787934677, -31.961094, 41.849857
352970.73027306504, -31.741915, 39.163513
373993.73024788016, -31.471478, 36.391945
396268.86387014785, -31.214394, 33.433449
419870.70844439144, -30.944147, 30.363462
444878.28311275854, -30.666468, 27.18375
471375.3134116729, -30.406685, 23.780191
499450.511585514, -30.118469, 20.223606
529197.8735958447, -29.865166, 16.54952
560716.9938205458, -29.586315, 12.550627
594113.3984965039, -29.338356, 8.452441
629498.8990221887, -29.068567, 4.090102
666991.9663030129, -28.821318, -0.495925
706718.1273927492, -28.587313, -5.284791
748810.385759003, -28.361265, -10.292973
793409.6665797492, -28.145939, -15.592762
840665.2885618333, -27.945484, -21.185471
890735.463861044, -27.745911, -27.041826
943787.8277775391, -27.559593, -33.232605
