Frequency [Hz], Amplitude [dB], Phase [deg]
541.5871378079476, -0.096577, 177.735428
573.8441648302393, -0.095317, 177.57309
608.0224261649427, -0.093168, 177.383728
644.236350872137, -0.095592, 177.170563
682.6071834272393, -0.097274, 176.930267
723.2633896483534, -0.09913, 176.656586
766.3410868007462, -0.101244, 176.344177
811.9844993184009, -0.104083, 175.98233
860.3464416684509, -0.106888, 175.559875
911.5888299750818, -0.113199, 175.059082
965.8832241158708, -0.117887, 174.436142
1023.4114021054538, -0.128394, 173.684906
1084.3659686896108, -0.141849, 172.710266
1148.9510001873098, -0.164652, 171.402664
1217.382727739662, -0.208131, 169.584976
1289.8902612533093, -0.28733, 166.851532
1366.7163564620073, -0.498517, 162.298752
1448.1182276745344, -1.136726, 153.470795
1534.3684089300132, -5.276786, -138.958527
1625.755666443795, -2.843187, -140.340225
1722.5859653987875, -1.776078, -147.476715
1825.1834943190443, -0.686729, -159.364731
1933.891750455232, -0.350929, -165.355347
2049.074689815848, -0.231481, -168.759949
2171.117945694505, -0.180391, -170.937286
2300.430119772919, -0.149558, -172.447083
2437.444150122222, -0.131644, -173.557831
2582.6187606826775, -0.119975, -174.422852
2736.4399970746717, -0.113536, -175.099411
2899.4228538828784, -0.109354, -175.660751
3072.112998861759, -0.105237, -176.12323
3255.08859983506, -0.102717, -176.521545
3448.96226040576, -0.10036, -176.8638
3654.383070957258, -0.097568, -177.164825
3872.0387818125573, -0.098015, -177.442062
4102.658105827195, -0.097445, -177.673752
4347.013158125026, -0.096653, -177.891052
4605.922041145108, -0.09646, -178.089813
4880.2515836544335, -0.0966, -178.267517
5170.920242896761, -0.098015, -178.446152
5478.901179593945, -0.094615, -178.594467
5805.225516094902, -0.097004, -178.739655
6150.985788580504, -0.098977, -178.879608
6517.339604882427, -0.097182, -179.003952
6905.513520162331, -0.098119, -179.126572
7316.8071434272, -0.098854, -179.242447
7752.597488629464, -0.098837, -179.347168
8214.34358491943, -0.099399, -179.45372
8703.591361485165, -0.100303, -179.553238
9221.978823334332, -0.101131, -179.663773
9771.241535346502, -0.10204, -179.754196
10353.218432956615, -0.10203, -179.82962
10969.857978923841, -0.102312, -179.916794
11623.224686798541, -0.102584, 179.999359
12315.506032928262, -0.102637, 179.907227
13049.019780144015, -0.102148, 179.819366
13826.221737646563, -0.102599, 179.721924
14649.71398307288, -0.104023, 179.608658
15522.25357427048, -0.105583, 179.526947
16446.761779946628, -0.107121, 179.429794
17426.333860096507, -0.109393, 179.339844
18464.249428955463, -0.112288, 179.248428
19563.98343517065, -0.114827, 179.160004
20729.2177959537, -0.116561, 179.070389
21963.85372416547, -0.118257, 178.984116
23272.024789604122, -0.12017, 178.89444
24658.110758226037, -0.122222, 178.801926
26126.752255633266, -0.124344, 178.70871
27682.866303920666, -0.126445, 178.614075
29331.662783900483, -0.128083, 178.519501
31078.66187782014, -0.129314, 178.418259
32929.71255097148, -0.130373, 178.312943
34891.012134067736, -0.132013, 178.20108
36969.12707195032, -0.13305, 178.089737
39171.014908092606, -0.134394, 177.967819
41504.047578504724, -0.135496, 177.841202
43976.036093027215, -0.136187, 177.707138
46595.25668664687, -0.137495, 177.569
49370.478528390035, -0.138031, 177.417694
52310.993080562585, -0.138472, 177.263168
55426.645206631074, -0.13812, 177.096695
58727.86613189489, -0.137772, 176.923569
62225.708367302315, -0.139596, 176.737228
65931.88271333542, -0.139597, 176.548218
69858.79746785249, -0.140818, 176.344177
74019.59996915652, -0.141282, 176.126999
78428.22061337682, -0.1401, 175.896011
83099.41949353387, -0.140939, 175.653168
88048.83581643464, -0.141345, 175.393097
93293.04026284696, -0.139098, 175.121658
98849.59046625586, -0.141073, 174.830109
104737.08979594508, -0.140995, 174.520569
110975.2496412072, -0.140603, 174.19455
117584.95540521582, -0.139872, 173.84903
124588.33642950082, -0.140056, 173.478027
132008.84008314196, -0.140369, 173.089691
139871.31026472387, -0.139776, 172.676559
148202.070579886, -0.139474, 172.234085
157029.01247293776, -0.138609, 171.767807
166381.6886076131, -0.136541, 171.277008
176291.4118095948, -0.134254, 170.746414
186791.35990207846, -0.131022, 170.196045
197916.68678535573, -0.132587, 169.638611
209704.6401323235, -0.135057, 169.070023
222194.6860939524, -0.132388, 168.475922
235428.64143224203, -0.128648, 167.764435
249450.81352303165, -0.128386, 166.987534
264308.1486974108, -0.129144, 166.185654
280050.3894183631, -0.131521, 165.347092
296730.24081888725, -0.13109, 164.464355
314403.54715915, -0.130457, 163.524521
333129.4787934677, -0.13141, 162.5345
352970.73027306504, -0.132262, 161.476456
373993.73024788016, -0.129746, 160.365768
396268.86387014785, -0.127204, 159.183319
419870.70844439144, -0.127658, 157.921371
444878.28311275854, -0.123792, 156.581436
471375.3134116729, -0.121536, 155.154861
499450.511585514, -0.123659, 153.647415
529197.8735958447, -0.120087, 152.03389
560716.9938205458, -0.119939, 150.3237
594113.3984965039, -0.112754, 148.487183
629498.8990221887, -0.112949, 146.514771
666991.9663030129, -0.108527, 144.446594
706718.1273927492, -0.107296, 142.178589
748810.385759003, -0.105527, 139.753082
793409.6665797492, -0.103575, 137.182755
840665.2885618333, -0.108113, 134.421051
890735.463861044, -0.106739, 131.460526
943787.8277775391, -0.115725, 128.253479
1000000, -0.119591, 124.75779
