Frequency,Amplitude,Phase
62225.708367302315, -0.086396, -8.363437
65931.88271333542, -0.089194, -8.857061
69858.79746785249, -0.092025, -9.381435
74019.59996915652, -0.095353, -9.93701
78428.22061337682, -0.099128, -10.522091
83099.41949353387, -0.101844, -11.13551
88048.83581643464, -0.106074, -11.794765
93293.04026284696, -0.108919, -12.48493
98849.59046625586, -0.114769, -13.239454
104737.08979594508, -0.119877, -14.021538
110975.2496412072, -0.123273, -14.849876
117584.95540521582, -0.127086, -15.714944
124588.33642950082, -0.134058, -16.662329
132008.84008314196, -0.140841, -17.649612
139871.31026472387, -0.147505, -18.694733
148202.070579886, -0.15546, -19.79744
157029.01247293776, -0.164912, -20.98131
166381.6886076131, -0.174463, -22.215408
176291.4118095948, -0.187823, -23.585258
186791.35990207846, -0.210531, -25.02515
197916.68678535573, -0.23344, -26.510054
209704.6401323235, -0.252563, -28.045261
222194.6860939524, -0.262835, -29.663118
235428.64143224203, -0.281565, -31.398134
249450.81352303165, -0.307705, -33.239693
264308.1486974108, -0.334549, -35.188473
280050.3894183631, -0.369371, -37.247673
296730.24081888725, -0.403048, -39.433212
314403.54715915, -0.442347, -41.76421
333129.4787934677, -0.485771, -44.207603
352970.73027306504, -0.533237, -46.821766
373993.73024788016, -0.584539, -49.545223
396268.86387014785, -0.645871, -52.43903
419870.70844439144, -0.711574, -55.503063
444878.28311275854, -0.785439, -58.736572
471375.3134116729, -0.866196, -62.105698
499450.511585514, -0.961299, -65.71283
529197.8735958447, -1.061792, -69.529381
560716.9938205458, -1.182614, -73.515053
594113.3984965039, -1.298995, -77.74295
629498.8990221887, -1.442711, -82.161919
666991.9663030129, -1.591091, -86.819359
706718.1273927492, -1.76383, -91.698647
748810.385759003, -1.943978, -96.803413
793409.6665797492, -2.161969, -102.232857
840665.2885618333, -2.383819, -107.842155
890735.463861044, -2.621191, -113.763809
943787.8277775391, -2.885021, -119.944901
