Frequency,Amplitude,Phase
6905.513520162331, -32.477448, 85.53994
7316.8071434272, -32.945625, 85.176285
7752.597488629464, -33.415916, 84.601128
8214.34358491943, -33.874001, 84.152824
8703.591361485165, -34.326633, 83.611549
9221.978823334332, -34.785419, 82.994911
9771.241535346502, -35.246006, 82.406281
10353.218432956615, -35.692146, 81.74498
10969.857978923841, -36.11945, 81.171242
11623.224686798541, -36.541199, 80.379654
12315.506032928262, -36.97023, 79.699745
13049.019780144015, -37.384014, 78.765335
13826.221737646563, -37.817894, 78.238121
14649.71398307288, -38.205093, 77.372078
15522.25357427048, -38.587193, 76.366669
16446.761779946628, -38.972698, 75.612778
17426.333860096507, -39.3526, 74.624695
18464.249428955463, -39.713604, 73.396324
19563.98343517065, -40.049263, 72.466156
20729.2177959537, -40.365082, 71.594223
21963.85372416547, -40.685715, 70.306564
23272.024789604122, -40.974739, 68.903122
24658.110758226037, -41.248917, 67.658768
26126.752255633266, -41.565361, 66.27562
27682.866303920666, -41.818253, 64.893768
29331.662783900483, -42.036247, 63.430103
31078.66187782014, -42.301422, 60.996098
32929.71255097148, -42.517849, 59.410698
34891.012134067736, -42.708176, 58.041821
36969.12707195032, -42.889614, 56.4231
39171.014908092606, -43.040649, 55.487663
41504.047578504724, -43.188576, 54.125343
43976.036093027215, -43.223274, 52.567585
46595.25668664687, -43.378063, 50.155628
49370.478528390035, -43.421707, 48.618015
52310.993080562585, -43.458591, 47.191784
55426.645206631074, -43.472538, 46.086121
58727.86613189489, -43.562206, 42.972328
62225.708367302315, -43.517132, 41.928429
65931.88271333542, -43.568687, 39.159134
69858.79746785249, -43.628117, 37.209957
74019.59996915652, -43.619762, 34.861771
78428.22061337682, -43.668522, 33.078545
83099.41949353387, -43.655304, 30.739096
88048.83581643464, -43.588451, 29.13924
93293.04026284696, -43.631268, 26.621965
98849.59046625586, -43.507057, 24.816889
104737.08979594508, -43.471542, 22.502932
110975.2496412072, -43.469814, 20.28583
117584.95540521582, -43.427101, 18.060352
124588.33642950082, -43.392387, 16.011248
132008.84008314196, -43.357395, 13.609251
139871.31026472387, -43.39817, 10.616853
148202.070579886, -43.413223, 8.056304
157029.01247293776, -43.616211, 4.345537
166381.6886076131, -43.599136, 0.906281
176291.4118095948, -43.816525, -4.332908
186791.35990207846, -45.055367, -11.182324
197916.68678535573, -47.43845, -4.314726
209704.6401323235, -46.757736, 8.626976
222194.6860939524, -45.449162, 8.155034
235428.64143224203, -45.196339, 4.343591
249450.81352303165, -44.875397, 1.838243
264308.1486974108, -44.631874, -1.014114
280050.3894183631, -44.421883, -4.074748
296730.24081888725, -44.36602, -7.364638
314403.54715915, -44.45121, -10.650751
333129.4787934677, -44.597221, -13.129973
352970.73027306504, -44.772331, -16.16523
373993.73024788016, -44.938019, -18.61524
396268.86387014785, -45.074852, -21.457687
419870.70844439144, -45.377388, -23.709978
444878.28311275854, -45.731056, -26.241184
471375.3134116729, -45.890915, -28.91328
499450.511585514, -46.256271, -31.115131
529197.8735958447, -46.67688, -33.12281
560716.9938205458, -47.079849, -35.700714
594113.3984965039, -47.621441, -37.345001
629498.8990221887, -48.12632, -39.608883
666991.9663030129, -48.803848, -41.150841
706718.1273927492, -49.506184, -42.677631
748810.385759003, -50.340057, -43.407879
793409.6665797492, -51.210232, -43.401455
840665.2885618333, -52.215942, -42.910049
890735.463861044, -53.139519, -40.75856
943787.8277775391, -54.095005, -38.080181
1000000, -55.036755, -33.355167
