Frequency [Hz], Amplitude [dB], Phase [deg]
191.16440753857037, 0.435678, 70.569435
202.55019392306664, 0.489111, 64.842407
214.6141197858406, 0.521675, 59.519062
227.39657523579274, 0.537459, 54.651917
240.9403560239527, 0.523959, 50.171089
255.29080682395167, 0.507797, 46.211884
270.4959730463137, 0.493563, 42.553497
286.606761694825, 0.466761, 39.24342
303.67711180354604, 0.433633, 36.311474
321.76417502507354, 0.408818, 33.66243
340.92850697468145, 0.377148, 31.204092
361.23426997094305, 0.350059, 29.037184
382.7494478516315, 0.322732, 26.983086
405.54607358408276, 0.291931, 25.172115
429.7004704320844, 0.270465, 23.468025
455.29350748669475, 0.24017, 21.935213
482.41087041653736, 0.219405, 20.503078
511.14334834401654, 0.196218, 19.204231
541.5871378079476, 0.175568, 17.964231
573.8441648302393, 0.161106, 16.846924
608.0224261649427, 0.14062, 15.810153
644.236350872137, 0.12217, 14.80561
682.6071834272393, 0.111101, 13.903729
723.2633896483534, 0.099503, 13.060783
766.3410868007462, 0.087692, 12.275974
811.9844993184009, 0.077775, 11.534551
860.3464416684509, 0.062451, 10.84591
911.5888299750818, 0.059575, 10.180117
965.8832241158708, 0.049689, 9.573838
1023.4114021054538, 0.041675, 8.990277
1084.3659686896108, 0.033815, 8.446875
1148.9510001873098, 0.028388, 7.951925
1217.382727739662, 0.025993, 7.443923
1289.8902612533093, 0.020328, 7.020492
1366.7163564620073, 0.014254, 6.58022
1448.1182276745344, 0.010276, 6.180604
1534.3684089300132, 0.006797, 5.792438
1625.755666443795, 0.00404, 5.428566
1722.5859653987875, 0.002516, 5.1039
1825.1834943190443, -0.001285, 4.762554
1933.891750455232, -0.003004, 4.456774
2049.074689815848, -0.004409, 4.160668
2171.117945694505, -0.009555, 3.871706
2300.430119772919, -0.007872, 3.614932
2437.444150122222, -0.009685, 3.366361
2582.6187606826775, -0.011752, 3.128309
2736.4399970746717, -0.011614, 2.893784
2899.4228538828784, -0.013463, 2.670372
3072.112998861759, -0.011846, 2.458349
3255.08859983506, -0.015534, 2.257651
3448.96226040576, -0.016585, 2.062765
3654.383070957258, -0.016965, 1.874218
3872.0387818125573, -0.017639, 1.68957
4102.658105827195, -0.018294, 1.515407
4347.013158125026, -0.018782, 1.345288
4605.922041145108, -0.019332, 1.177531
4880.2515836544335, -0.020326, 1.016278
5170.920242896761, -0.021289, 0.858596
5478.901179593945, -0.021785, 0.704035
5805.225516094902, -0.022546, 0.550674
6150.985788580504, -0.022544, 0.40462
6517.339604882427, -0.024126, 0.25243
6905.513520162331, -0.024971, 0.105895
7316.8071434272, -0.025862, -0.032525
7752.597488629464, -0.027998, -0.172937
8214.34358491943, -0.030109, -0.33916
8703.591361485165, -0.029251, -0.475067
9221.978823334332, -0.03039, -0.621571
9771.241535346502, -0.031895, -0.748042
10353.218432956615, -0.032542, -0.915788
10969.857978923841, -0.033842, -1.066903
11623.224686798541, -0.035417, -1.218519
12315.506032928262, -0.038658, -1.362131
13049.019780144015, -0.037424, -1.524304
13826.221737646563, -0.040101, -1.670962
14649.71398307288, -0.042809, -1.867001
15522.25357427048, -0.043118, -2.028891
16446.761779946628, -0.045307, -2.203156
17426.333860096507, -0.047189, -2.382507
18464.249428955463, -0.049071, -2.56841
19563.98343517065, -0.050197, -2.762566
20729.2177959537, -0.052513, -2.959007
21963.85372416547, -0.054372, -3.169454
23272.024789604122, -0.056047, -3.383734
24658.110758226037, -0.057673, -3.610766
26126.752255633266, -0.059592, -3.847493
27682.866303920666, -0.061579, -4.095914
29331.662783900483, -0.062181, -4.35667
31078.66187782014, -0.064348, -4.627265
32929.71255097148, -0.066403, -4.917162
34891.012134067736, -0.066745, -5.216434
36969.12707195032, -0.069409, -5.536196
39171.014908092606, -0.070683, -5.874028
41504.047578504724, -0.072302, -6.231469
43976.036093027215, -0.074143, -6.609273
46595.25668664687, -0.075964, -7.001695
49370.478528390035, -0.077176, -7.430501
52310.993080562585, -0.079533, -7.866616
55426.645206631074, -0.079902, -8.3385
58727.86613189489, -0.080949, -8.840008
62225.708367302315, -0.083531, -9.373981
65931.88271333542, -0.08584, -9.930903
69858.79746785249, -0.08899, -10.512098
74019.59996915652, -0.092478, -11.142047
78428.22061337682, -0.09426, -11.805422
83099.41949353387, -0.098571, -12.512627
88048.83581643464, -0.101428, -13.253258
93293.04026284696, -0.105753, -14.053422
98849.59046625586, -0.110329, -14.874225
104737.08979594508, -0.115999, -15.760634
110975.2496412072, -0.120816, -16.706068
117584.95540521582, -0.126939, -17.715277
124588.33642950082, -0.13152, -18.740496
132008.84008314196, -0.141934, -19.869219
139871.31026472387, -0.150449, -21.052179
148202.070579886, -0.158844, -22.294939
157029.01247293776, -0.170173, -23.616352
166381.6886076131, -0.182438, -25.023054
176291.4118095948, -0.188425, -26.52643
186791.35990207846, -0.199121, -28.123064
197916.68678535573, -0.220719, -29.834532
209704.6401323235, -0.250805, -31.596243
222194.6860939524, -0.283146, -33.415508
235428.64143224203, -0.322208, -35.356007
249450.81352303165, -0.361252, -37.396435
264308.1486974108, -0.413761, -39.566071
280050.3894183631, -0.469982, -41.881573
296730.24081888725, -0.529902, -44.328564
314403.54715915, -0.598175, -46.895477
333129.4787934677, -0.673891, -49.60965
352970.73027306504, -0.75396, -52.499393
373993.73024788016, -0.848471, -55.507187
396268.86387014785, -0.952667, -58.697941
419870.70844439144, -1.068684, -62.058022
444878.28311275854, -1.196699, -65.577652
471375.3134116729, -1.339096, -69.322884
499450.511585514, -1.50245, -73.163589
529197.8735958447, -1.67639, -77.247574
560716.9938205458, -1.871281, -81.545837
594113.3984965039, -2.08857, -85.949097
629498.8990221887, -2.320492, -90.574776
666991.9663030129, -2.585804, -95.417625
706718.1273927492, -2.86247, -100.420135
748810.385759003, -3.167479, -105.582336
793409.6665797492, -3.503523, -110.978325
840665.2885618333, -3.87078, -116.518547
890735.463861044, -4.263953, -122.257561
943787.8277775391, -4.67983, -128.116379
1000000, -5.124789, -134.18895
